gene,export,import,pair,cell_type,mean,std,n
CD3E,FOLR2,FOLR2,FOLR2@FOLR2,CD8 T Cell,-1.7561709e-07,7.855612e-08,9364
CD3E,ABCC2,ABCC4,ABCC2@ABCC4,CD8 T Cell,-2.9696375e-07,6.855875e-08,9364
CD3E,ABCC1,ABCC1,ABCC1@ABCC1,CD8 T Cell,1.0352444e-06,5.674722e-07,9364
CD3E,ABCC1,ABCC4,ABCC1@ABCC4,CD8 T Cell,3.7432184e-08,1.0037042e-08,9364
CD3E,ABCC4,ABCC1,ABCC4@ABCC1,CD8 T Cell,-1.7192598e-08,1.96968e-08,9364
CD3E,LRP1,LRP1,LRP1@LRP1,CD8 T Cell,-1.8529729e-05,3.5717032e-06,9364
CD3E,CUBN,SLC3A2,CUBN@SLC3A2,CD8 T Cell,2.5783038e-07,1.5890588e-07,9364
CD3E,SLC3A2,CUBN,SLC3A2@CUBN,CD8 T Cell,-1.2646202e-06,3.9245757e-07,9364
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,CD8 T Cell,8.842573e-06,3.2381756e-06,9364
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,CD8 T Cell,1.1497268e-06,1.3029929e-06,9364
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,CD8 T Cell,-4.2552285e-05,9.357064e-06,9364
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,CD8 T Cell,1.1254769e-05,2.1437381e-06,9364
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,CD8 T Cell,1.7968039e-06,1.2471418e-06,9364
CD3E,CUBN,SLC11A2,CUBN@SLC11A2,CD8 T Cell,-1.5957959e-07,4.2382354e-08,9364
CD3E,SLC11A2,CUBN,SLC11A2@CUBN,CD8 T Cell,-7.047617e-07,3.7251425e-07,9364
CD3E,SLC7A5,SLC7A5,SLC7A5@SLC7A5,CD8 T Cell,1.460625e-05,3.157288e-06,9364
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,CD8 T Cell,-5.9228086e-08,1.9465823e-08,9364
CD3E,SLC6A17,SLC6A17,SLC6A17@SLC6A17,CD8 T Cell,9.9714625e-06,6.2303156e-06,9364
CD3E,SLC6A17,SLC6A9,SLC6A17@SLC6A9,CD8 T Cell,-1.4099758e-06,2.993714e-07,9364
CD3E,SLC6A9,SLC6A17,SLC6A9@SLC6A17,CD8 T Cell,-1.8382864e-06,4.6994234e-07,9364
CD3E,SLC16A1,SLC22A5,SLC16A1@SLC22A5,CD8 T Cell,5.879739e-07,1.613469e-07,9364
CD3E,SLC22A5,SLC16A1,SLC22A5@SLC16A1,CD8 T Cell,-1.1885794e-06,2.7273714e-07,9364
CD3E,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,CD8 T Cell,-1.4488354e-06,3.7569407e-07,9364
CD3E,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,CD8 T Cell,-3.9883508e-07,1.5781302e-07,9364
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,CD8 T Cell,1.6448666e-06,4.9231204e-07,9364
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,CD8 T Cell,-3.682619e-07,3.593085e-07,9364
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,CD8 T Cell,-8.2019073e-07,1.8159528e-07,9364
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,CD8 T Cell,4.827628e-07,1.4920248e-07,9364
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,CD8 T Cell,4.680769e-06,1.6599382e-06,9364
CD3E,SLC12A2,SLC12A2,SLC12A2@SLC12A2,CD8 T Cell,-1.1901512e-06,2.522498e-07,9364
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,CD8 T Cell,4.6577318e-07,1.0017151e-07,9364
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,CD8 T Cell,-5.1917465e-07,4.787174e-07,9364
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,CD8 T Cell,1.7561953e-06,6.720329e-07,9364
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,CD8 T Cell,2.8356742e-06,9.5291995e-07,9364
CD3E,SLC22A5,SLC5A3,SLC22A5@SLC5A3,CD8 T Cell,-1.4116849e-06,5.48491e-07,9364
CD3E,SLC5A3,SLC22A5,SLC5A3@SLC22A5,CD8 T Cell,-2.3729652e-07,6.555871e-08,9364
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,CD8 T Cell,8.3096964e-08,1.4647775e-08,9364
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,CD8 T Cell,-3.0694336e-09,6.9594364e-10,9364
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,CD8 T Cell,2.1086576e-06,1.2909594e-06,9364
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,CD8 T Cell,6.5201493e-06,1.5194115e-06,9364
CD3E,SLC1A5,SLC5A3,SLC1A5@SLC5A3,CD8 T Cell,-1.4862735e-07,7.3294075e-08,9364
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,CD8 T Cell,1.1739551e-06,6.7555084e-07,9364
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,CD8 T Cell,7.05657e-07,3.3069713e-07,9364
CD3E,SLC29A1,SLC5A3,SLC29A1@SLC5A3,CD8 T Cell,1.8635163e-05,4.533563e-06,9364
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,CD8 T Cell,2.2393242e-06,1.6133608e-06,9364
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,CD8 T Cell,-4.71153e-08,4.3499234e-08,9364
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,CD8 T Cell,4.0392973e-08,3.5173727e-08,9364
CD3E,ABCC2,SLCO2B1,ABCC2@SLCO2B1,CD8 T Cell,-3.5195367e-07,2.8034088e-07,9364
CD3E,SLCO2B1,ABCC2,SLCO2B1@ABCC2,CD8 T Cell,-6.6222185e-07,5.894024e-07,9364
CD3E,ABCC1,SLCO2B1,ABCC1@SLCO2B1,CD8 T Cell,-6.728541e-06,2.2864012e-06,9364
CD3E,SLCO2B1,ABCC1,SLCO2B1@ABCC1,CD8 T Cell,-3.0026154e-06,8.8787965e-07,9364
CD3E,ABCC1,SLC16A1,ABCC1@SLC16A1,CD8 T Cell,6.60957e-08,6.201686e-08,9364
CD3E,SLC16A1,ABCC1,SLC16A1@ABCC1,CD8 T Cell,-2.9269162e-07,3.11991e-07,9364
CD3E,ABCC2,SLC16A1,ABCC2@SLC16A1,CD8 T Cell,-1.8074204e-06,4.5502824e-07,9364
CD3E,SLC16A1,ABCC2,SLC16A1@ABCC2,CD8 T Cell,-1.4176006e-06,4.250385e-07,9364
CD3E,ABCC2,ABCB1,ABCC2@ABCB1,CD8 T Cell,2.0281426e-07,1.4237456e-07,9364
CD3E,ABCC4,SLCO2B1,ABCC4@SLCO2B1,CD8 T Cell,-4.7596035e-07,4.7274142e-07,9364
CD3E,SLCO2B1,ABCC4,SLCO2B1@ABCC4,CD8 T Cell,-9.183224e-07,2.353261e-07,9364
CD3E,SLCO2B1,ABCC3,SLCO2B1@ABCC3,CD8 T Cell,-3.7880048e-07,8.7578215e-08,9364
CD3E,ABCC4,SLC16A1,ABCC4@SLC16A1,CD8 T Cell,7.8827526e-08,6.0600435e-08,9364
CD3E,SLC16A1,ABCC4,SLC16A1@ABCC4,CD8 T Cell,-1.5791315e-06,3.92817e-07,9364
CD3E,SLC23A2,SLC23A2,SLC23A2@SLC23A2,CD8 T Cell,-2.2972793e-06,3.8316125e-07,9364
CD3E,SCARB1,SCARB1,SCARB1@SCARB1,CD8 T Cell,1.6740534e-06,4.4168502e-07,9364
CD3E,ABCA1,ABCA1,ABCA1@ABCA1,other,-1.6754936e-06,5.1225866e-06,103187
CD3E,ATP7A,ATP7A,ATP7A@ATP7A,other,-1.2820433e-07,3.8986886e-07,103187
CD3E,SLC16A4,SLC16A4,SLC16A4@SLC16A4,other,1.214329e-06,3.7108448e-06,103187
CD3E,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,other,-5.8496204e-07,1.6948732e-06,103187
CD3E,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,other,5.210163e-07,1.4770181e-06,103187
CD3E,SLC16A1,SLC16A1,SLC16A1@SLC16A1,other,2.020835e-07,5.694523e-07,103187
CD3E,SLC16A1,SLC16A4,SLC16A1@SLC16A4,other,2.1189506e-07,7.702514e-07,103187
CD3E,SLC16A4,SLC16A1,SLC16A4@SLC16A1,other,6.3255646e-07,1.786684e-06,103187
CD3E,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,other,-2.9559972e-06,8.361428e-06,103187
CD3E,SLC29A1,SLC29A1,SLC29A1@SLC29A1,other,5.507285e-07,2.3305129e-06,103187
CD3E,CD38,CD38,CD38@CD38,other,-2.6791287e-07,7.594792e-07,103187
CD3E,ATP7B,TAP1,ATP7B@TAP1,other,-3.3328202e-09,9.413157e-09,103187
CD3E,ATP7A,TAP1,ATP7A@TAP1,other,9.4025756e-07,2.7327394e-06,103187
CD3E,TAP1,ATP7A,TAP1@ATP7A,other,8.0789135e-08,2.5769947e-07,103187
CD3E,TAP1,TAP1,TAP1@TAP1,other,1.4362906e-06,4.4562717e-06,103187
CD3E,ABCC2,ABCC2,ABCC2@ABCC2,other,7.4735995e-09,2.1511443e-08,103187
CD3E,SLC39A8,SLC39A8,SLC39A8@SLC39A8,other,3.800888e-09,1.0986881e-08,103187
CD3E,CLCN5,CLCN5,CLCN5@CLCN5,other,3.7278692e-08,1.1503469e-07,103187
CD3E,CLCN3,CLCN3,CLCN3@CLCN3,other,3.1789473e-06,9.141443e-06,103187
CD3E,CLCN3,CLCN5,CLCN3@CLCN5,other,5.3671204e-07,1.5947508e-06,103187
CD3E,CLCN5,CLCN3,CLCN5@CLCN3,other,1.8778574e-07,5.3901965e-07,103187
CD3E,CD36,CD36,CD36@CD36,other,-4.2605275e-10,1.208753e-09,103187
CD3E,SLC1A3,SLC1A3,SLC1A3@SLC1A3,other,1.1742443e-08,3.347787e-08,103187
CD3E,SLC2A1,SLC2A1,SLC2A1@SLC2A1,other,-8.640319e-09,2.6929573e-08,103187
CD3E,SLC2A3,SLC2A3,SLC2A3@SLC2A3,other,2.3948326e-06,6.824133e-06,103187
CD3E,SLC2A1,SLC2A3,SLC2A1@SLC2A3,other,1.0173564e-07,3.0605523e-07,103187
CD3E,SLC2A3,SLC2A1,SLC2A3@SLC2A1,other,2.1913655e-07,6.278536e-07,103187
CD3E,ABCB1,SLCO2B1,ABCB1@SLCO2B1,other,-5.3931e-10,2.3083693e-09,103187
CD3E,SLCO2B1,ABCB1,SLCO2B1@ABCB1,other,4.750744e-07,1.4868431e-06,103187
CD3E,CHRNA5,SLC29A1,CHRNA5@SLC29A1,other,-6.438003e-08,2.2654677e-07,103187
CD3E,SLC29A1,CHRNA5,SLC29A1@CHRNA5,other,-1.9948585e-07,5.727516e-07,103187
CD3E,CD36,MSR1,CD36@MSR1,other,-2.907888e-07,1.0001007e-06,103187
CD3E,MSR1,CD36,MSR1@CD36,other,-9.5624394e-08,3.4542407e-07,103187
CD3E,CD36,CPT1A,CD36@CPT1A,other,2.3552187e-07,6.6562455e-07,103187
CD3E,CPT1A,CD36,CPT1A@CD36,other,4.4763288e-10,1.3029233e-09,103187
CD3E,MSR1,MSR1,MSR1@MSR1,other,-3.5117287e-06,1.0022096e-05,103187
CD3E,CPT1A,MSR1,CPT1A@MSR1,other,-1.0724311e-06,3.0975216e-06,103187
CD3E,MSR1,CPT1A,MSR1@CPT1A,other,-2.4600181e-08,7.7581326e-08,103187
CD3E,CPT1A,CPT1A,CPT1A@CPT1A,other,3.7127538e-07,1.0706542e-06,103187
CD3E,FOLR2,FOLR2,FOLR2@FOLR2,other,-2.2402313e-08,6.700539e-08,103187
CD3E,ABCC2,ABCC4,ABCC2@ABCC4,other,-3.3074823e-08,9.408226e-08,103187
CD3E,ABCC1,ABCC1,ABCC1@ABCC1,other,1.3411108e-07,4.1266765e-07,103187
CD3E,ABCC1,ABCC4,ABCC1@ABCC4,other,4.086458e-09,1.1761442e-08,103187
CD3E,ABCC4,ABCC1,ABCC4@ABCC1,other,-2.3395834e-09,9.330745e-09,103187
CD3E,LRP1,LRP1,LRP1@LRP1,other,-2.0743933e-06,5.8443866e-06,103187
CD3E,CUBN,SLC3A2,CUBN@SLC3A2,other,2.6748946e-08,8.93838e-08,103187
CD3E,SLC3A2,CUBN,SLC3A2@CUBN,other,-1.4029489e-07,4.0824762e-07,103187
CD3E,SLC11A2,SLC3A2,SLC11A2@SLC3A2,other,9.588061e-07,2.838088e-06,103187
CD3E,SLC3A2,SLC11A2,SLC3A2@SLC11A2,other,1.6339268e-07,6.4298933e-07,103187
CD3E,SLC40A1,SLC40A1,SLC40A1@SLC40A1,other,-4.7271315e-06,1.3452826e-05,103187
CD3E,SLC3A2,SLC3A2,SLC3A2@SLC3A2,other,1.2621015e-06,3.5597193e-06,103187
CD3E,SLC11A2,SLC11A2,SLC11A2@SLC11A2,other,2.3460129e-07,7.616549e-07,103187
CD3E,CUBN,SLC11A2,CUBN@SLC11A2,other,-1.8748139e-08,5.3773874e-08,103187
CD3E,SLC11A2,CUBN,SLC11A2@CUBN,other,-8.5933394e-08,2.6996588e-07,103187
CD3E,SLC7A5,SLC7A5,SLC7A5@SLC7A5,other,1.6727338e-06,4.7351436e-06,103187
CD3E,SLC43A2,SLC43A2,SLC43A2@SLC43A2,other,-6.8620056e-09,2.0090955e-08,103187
CD3E,SLC6A17,SLC6A17,SLC6A17@SLC6A17,other,1.0686826e-06,3.5522842e-06,103187
CD3E,SLC6A17,SLC6A9,SLC6A17@SLC6A9,other,-1.5825802e-07,4.489317e-07,103187
CD3E,SLC6A9,SLC6A17,SLC6A9@SLC6A17,other,-2.0261973e-07,5.8213374e-07,103187
CD3E,SLC16A1,SLC22A5,SLC16A1@SLC22A5,other,6.411949e-08,1.8453818e-07,103187
CD3E,SLC22A5,SLC16A1,SLC22A5@SLC16A1,other,-1.4282034e-07,4.04874e-07,103187
CD3E,SLC22A5,SLCO2B1,SLC22A5@SLCO2B1,other,-1.6155282e-07,4.6290808e-07,103187
CD3E,SLCO2B1,SLC22A5,SLCO2B1@SLC22A5,other,-4.9622546e-08,1.4562038e-07,103187
CD3E,SLC12A2,SLC5A3,SLC12A2@SLC5A3,other,1.7854748e-07,5.2133095e-07,103187
CD3E,SLC5A3,SLC12A2,SLC5A3@SLC12A2,other,-4.8633392e-08,1.7976178e-07,103187
CD3E,SLC12A2,SLC1A5,SLC12A2@SLC1A5,other,-9.506341e-08,2.6918764e-07,103187
CD3E,SLC1A5,SLC12A2,SLC1A5@SLC12A2,other,5.2962193e-08,1.5450293e-07,103187
CD3E,SLC5A3,SLC5A3,SLC5A3@SLC5A3,other,5.0521595e-07,1.4968747e-06,103187
CD3E,SLC12A2,SLC12A2,SLC12A2@SLC12A2,other,-1.3567964e-07,3.8399088e-07,103187
CD3E,SLC22A5,SLC29A1,SLC22A5@SLC29A1,other,5.201669e-08,1.4778966e-07,103187
CD3E,SLC29A1,SLC22A5,SLC29A1@SLC22A5,other,-7.48294e-08,2.6595964e-07,103187
CD3E,SLC1A5,SLC29A1,SLC1A5@SLC29A1,other,1.9038376e-07,5.6676026e-07,103187
CD3E,SLC29A1,SLC1A5,SLC29A1@SLC1A5,other,3.347053e-07,9.77512e-07,103187
CD3E,SLC22A5,SLC5A3,SLC22A5@SLC5A3,other,-1.5717654e-07,4.684964e-07,103187
CD3E,SLC5A3,SLC22A5,SLC5A3@SLC22A5,other,-2.6603209e-08,7.6588044e-08,103187
CD3E,SLC1A5,SLC22A5,SLC1A5@SLC22A5,other,9.8228705e-09,2.7570085e-08,103187
CD3E,SLC22A5,SLC1A5,SLC22A5@SLC1A5,other,-3.3751446e-10,9.596418e-10,103187
CD3E,SLC12A2,SLC29A1,SLC12A2@SLC29A1,other,2.743813e-07,8.6616e-07,103187
CD3E,SLC29A1,SLC12A2,SLC29A1@SLC12A2,other,7.242525e-07,2.057981e-06,103187
CD3E,SLC1A5,SLC5A3,SLC1A5@SLC5A3,other,-1.7302892e-08,5.4089377e-08,103187
CD3E,SLC5A3,SLC1A5,SLC5A3@SLC1A5,other,1.5225766e-07,4.7189462e-07,103187
CD3E,SLC1A5,SLC1A5,SLC1A5@SLC1A5,other,8.874571e-08,2.6814232e-07,103187
CD3E,SLC29A1,SLC5A3,SLC29A1@SLC5A3,other,2.1107176e-06,6.0195302e-06,103187
CD3E,SLC5A3,SLC29A1,SLC5A3@SLC29A1,other,3.0548034e-07,1.0022163e-06,103187
CD3E,SLC12A2,SLC22A5,SLC12A2@SLC22A5,other,-6.460927e-09,2.3107082e-08,103187
CD3E,SLC22A5,SLC12A2,SLC22A5@SLC12A2,other,5.3985856e-09,1.892272e-08,103187
CD3E,ABCC2,SLCO2B1,ABCC2@SLCO2B1,other,-4.5208516e-08,1.562205e-07,103187
CD3E,SLCO2B1,ABCC2,SLCO2B1@ABCC2,other,-8.84996e-08,3.1384116e-07,103187
CD3E,ABCC1,SLCO2B1,ABCC1@SLCO2B1,other,-7.9028865e-07,2.30514e-06,103187
CD3E,SLCO2B1,ABCC1,SLCO2B1@ABCC1,other,-3.5786059e-07,1.0308381e-06,103187
CD3E,ABCC1,SLC16A1,ABCC1@SLC16A1,other,8.941859e-09,3.2067273e-08,103187
CD3E,SLC16A1,ABCC1,SLC16A1@ABCC1,other,-4.1114546e-08,1.5675015e-07,103187
CD3E,ABCC2,SLC16A1,ABCC2@SLC16A1,other,-2.0749374e-07,5.92144e-07,103187
CD3E,SLC16A1,ABCC2,SLC16A1@ABCC2,other,-1.645281e-07,4.7629706e-07,103187
CD3E,ABCC2,ABCB1,ABCC2@ABCB1,other,2.6938833e-08,8.685027e-08,103187
CD3E,ABCC4,SLCO2B1,ABCC4@SLCO2B1,other,-6.338748e-08,2.3659689e-07,103187
CD3E,SLCO2B1,ABCC4,SLCO2B1@ABCC4,other,-1.0396442e-07,2.9721932e-07,103187
CD3E,SLCO2B1,ABCC3,SLCO2B1@ABCC3,other,-4.398509e-08,1.248445e-07,103187
CD3E,ABCC4,SLC16A1,ABCC4@SLC16A1,other,1.0898939e-08,3.6285936e-08,103187
CD3E,SLC16A1,ABCC4,SLC16A1@ABCC4,other,-1.7357365e-07,4.9550937e-07,103187
CD3E,SLC23A2,SLC23A2,SLC23A2@SLC23A2,other,-2.606621e-07,7.311957e-07,103187
CD3E,SCARB1,SCARB1,SCARB1@SCARB1,other,1.9667027e-07,5.639914e-07,103187
CD4,ABCA1,ABCA1,ABCA1@ABCA1,CD8 T Cell,0.0002871641,6.9441514e-05,9364
CD4,ATP7A,ATP7A,ATP7A@ATP7A,CD8 T Cell,0.0,0.0,9364
CD4,SLC16A4,SLC16A4,SLC16A4@SLC16A4,CD8 T Cell,-4.9637434e-05,9.351216e-06,9364
CD4,SLC16A4,SLCO2B1,SLC16A4@SLCO2B1,CD8 T Cell,0.0009868491,0.0007048885,9364
CD4,SLCO2B1,SLC16A4,SLCO2B1@SLC16A4,CD8 T Cell,-1.1850202e-06,4.281337e-07,9364
CD4,SLC16A1,SLC16A1,SLC16A1@SLC16A1,CD8 T Cell,-1.339452e-05,1.163388e-05,9364
CD4,SLC16A1,SLC16A4,SLC16A1@SLC16A4,CD8 T Cell,-6.2299805e-06,2.4015026e-06,9364
CD4,SLC16A4,SLC16A1,SLC16A4@SLC16A1,CD8 T Cell,-2.9881952e-05,2.223293e-05,9364
CD4,SLCO2B1,SLCO2B1,SLCO2B1@SLCO2B1,CD8 T Cell,0.0014735088,0.0009688262,9364
CD4,SLC29A3,SLC29A3,SLC29A3@SLC29A3,CD8 T Cell,2.0266762e-08,4.058775e-09,9364
CD4,SLC29A1,SLC29A1,SLC29A1@SLC29A1,CD8 T Cell,-2.4557752e-05,0.00017520259,9364
CD4,CD38,CD38,CD38@CD38,CD8 T Cell,-1.5902397e-06,7.064164e-05,9364
CD4,ATP7B,TAP1,ATP7B@TAP1,CD8 T Cell,1.1368016e-07,2.5321842e-06,9364
CD4,ATP7A,TAP1,ATP7A@TAP1,CD8 T Cell,2.0280479e-05,7.1245086e-05,9364
CD4,TAP1,ATP7A,TAP1@ATP7A,CD8 T Cell,-5.335779e-07,4.338223e-06,9364
CD4,TAP1,TAP1,TAP1@TAP1,CD8 T Cell,0.0004072625,0.0005173646,9364
CD4,ABCC2,ABCC2,ABCC2@ABCC2,CD8 T Cell,0.0,0.0,9364
CD4,SLC39A8,SLC39A8,SLC39A8@SLC39A8,CD8 T Cell,4.76986e-09,9.5744205e-08,9364
CD4,CLCN3,CLCN3,CLCN3@CLCN3,CD8 T Cell,-5.317152e-05,1.3992218e-05,9364
CD4,CLCN3,CLCN5,CLCN3@CLCN5,CD8 T Cell,-1.4099704e-05,3.726006e-06,9364
CD4,CLCN5,CLCN3,CLCN5@CLCN3,CD8 T Cell,-6.481609e-09,9.0629364e-08,9364
CD4,CD36,CD36,CD36@CD36,CD8 T Cell,1.8497356e-05,3.7805337e-05,9364
CD4,SLC1A3,SLC1A3,SLC1A3@SLC1A3,CD8 T Cell,8.0475576e-07,1.3223761e-05,9364
CD4,SLC2A1,SLC2A1,SLC2A1@SLC2A1,CD8 T Cell,-2.2716904e-06,4.547513e-05,9364
CD4,SLC2A3,SLC2A3,SLC2A3@SLC2A3,CD8 T Cell,-7.465393e-05,0.00046806643,9364
CD4,SLC2A1,SLC2A3,SLC2A1@SLC2A3,CD8 T Cell,-1.2642965e-05,0.00015135946,9364
CD4,SLC2A3,SLC2A1,SLC2A3@SLC2A1,CD8 T Cell,-6.8943627e-06,0.00013627729,9364
CD4,SLC2A9,SLC2A1,SLC2A9@SLC2A1,CD8 T Cell,-7.718312e-08,1.5519178e-06,9364
CD4,ABCB1,SLCO2B1,ABCB1@SLCO2B1,CD8 T Cell,1.9825777e-05,5.5948494e-05,9364
CD4,SLCO2B1,ABCB1,SLCO2B1@ABCB1,CD8 T Cell,-8.2841594e-05,1.431413e-05,9364
CD4,CHRNA5,SLC29A1,CHRNA5@SLC29A1,CD8 T Cell,2.517754e-07,5.1641005e-06,9364
CD4,SLC29A1,CHRNA5,SLC29A1@CHRNA5,CD8 T Cell,-1.770813e-05,5.389097e-06,9364
CD4,CD36,MSR1,CD36@MSR1,CD8 T Cell,0.00032472334,8.3755374e-05,9364
CD4,MSR1,CD36,MSR1@CD36,CD8 T Cell,0.00014088565,4.162651e-05,9364
CD4,CD36,CPT1A,CD36@CPT1A,CD8 T Cell,-1.3549842e-06,2.7562915e-05,9364
CD4,CPT1A,CD36,CPT1A@CD36,CD8 T Cell,2.1414045e-05,6.319874e-06,9364
CD4,MSR1,MSR1,MSR1@MSR1,CD8 T Cell,0.0017402613,0.00028811567,9364
CD4,CPT1A,MSR1,CPT1A@MSR1,CD8 T Cell,0.0004750562,0.00017666623,9364
